year,school_id,school_name,week,rank
2011,tennessee,Tennessee Volunteers,12/20,19
2011,tennessee,Tennessee Volunteers,12/27,
2011,tennessee,Tennessee Volunteers,1/3,
2011,tennessee,Tennessee Volunteers,1/10,
2011,tennessee,Tennessee Volunteers,1/17,
2011,tennessee,Tennessee Volunteers,1/24,
2011,tennessee,Tennessee Volunteers,1/31,
2011,tennessee,Tennessee Volunteers,2/7,
2011,tennessee,Tennessee Volunteers,2/14,
2011,tennessee,Tennessee Volunteers,2/21,
2011,tennessee,Tennessee Volunteers,2/28,
2011,tennessee,Tennessee Volunteers,3/7,
2011,tennessee,Tennessee Volunteers,Final,
2010,tennessee,Tennessee Volunteers,Pre,10
2010,tennessee,Tennessee Volunteers,11/16,10
2010,tennessee,Tennessee Volunteers,11/23,9
2010,tennessee,Tennessee Volunteers,11/30,11
2010,tennessee,Tennessee Volunteers,12/7,9
2010,tennessee,Tennessee Volunteers,12/14,9
2010,tennessee,Tennessee Volunteers,12/21,16
2010,tennessee,Tennessee Volunteers,12/28,14
2010,tennessee,Tennessee Volunteers,1/4,16
2010,tennessee,Tennessee Volunteers,1/11,9
2010,tennessee,Tennessee Volunteers,1/18,8
2010,tennessee,Tennessee Volunteers,1/25,14
2010,tennessee,Tennessee Volunteers,2/1,14
2010,tennessee,Tennessee Volunteers,2/8,12
2010,tennessee,Tennessee Volunteers,2/15,20
2010,tennessee,Tennessee Volunteers,2/22,19
2010,tennessee,Tennessee Volunteers,3/1,16
2010,tennessee,Tennessee Volunteers,3/8,15
2010,tennessee,Tennessee Volunteers,Final,15
2009,tennessee,Tennessee Volunteers,Pre,14
2009,tennessee,Tennessee Volunteers,11/17,14
2009,tennessee,Tennessee Volunteers,11/24,12
2009,tennessee,Tennessee Volunteers,12/1,10
2009,tennessee,Tennessee Volunteers,12/8,8
2009,tennessee,Tennessee Volunteers,12/15,16
2009,tennessee,Tennessee Volunteers,12/22,16
2009,tennessee,Tennessee Volunteers,12/29,14
2009,tennessee,Tennessee Volunteers,1/5,15
2009,tennessee,Tennessee Volunteers,1/12,24
2009,tennessee,Tennessee Volunteers,1/19,
2009,tennessee,Tennessee Volunteers,1/26,
2009,tennessee,Tennessee Volunteers,2/2,
2009,tennessee,Tennessee Volunteers,2/9,
2009,tennessee,Tennessee Volunteers,2/16,
2009,tennessee,Tennessee Volunteers,2/23,
2009,tennessee,Tennessee Volunteers,3/2,
2009,tennessee,Tennessee Volunteers,3/9,
2009,tennessee,Tennessee Volunteers,Final,
2008,tennessee,Tennessee Volunteers,Pre,7
2008,tennessee,Tennessee Volunteers,11/12,7
2008,tennessee,Tennessee Volunteers,11/19,7
2008,tennessee,Tennessee Volunteers,11/26,11
2008,tennessee,Tennessee Volunteers,12/3,10
2008,tennessee,Tennessee Volunteers,12/10,12
2008,tennessee,Tennessee Volunteers,12/17,12
2008,tennessee,Tennessee Volunteers,12/24,11
2008,tennessee,Tennessee Volunteers,12/31,8
2008,tennessee,Tennessee Volunteers,1/7,8
2008,tennessee,Tennessee Volunteers,1/14,6
2008,tennessee,Tennessee Volunteers,1/21,3
2008,tennessee,Tennessee Volunteers,1/28,7
2008,tennessee,Tennessee Volunteers,2/4,7
2008,tennessee,Tennessee Volunteers,2/11,4
2008,tennessee,Tennessee Volunteers,2/18,2
2008,tennessee,Tennessee Volunteers,2/25,1
2008,tennessee,Tennessee Volunteers,3/3,4
2008,tennessee,Tennessee Volunteers,3/10,4
2008,tennessee,Tennessee Volunteers,Final,5
2007,tennessee,Tennessee Volunteers,Pre,25
2007,tennessee,Tennessee Volunteers,11/14,25
2007,tennessee,Tennessee Volunteers,11/21,22
2007,tennessee,Tennessee Volunteers,11/28,
2007,tennessee,Tennessee Volunteers,12/5,
2007,tennessee,Tennessee Volunteers,12/12,
2007,tennessee,Tennessee Volunteers,12/19,
2007,tennessee,Tennessee Volunteers,12/26,21
2007,tennessee,Tennessee Volunteers,1/2,19
2007,tennessee,Tennessee Volunteers,1/9,16
2007,tennessee,Tennessee Volunteers,1/16,22
2007,tennessee,Tennessee Volunteers,1/23,
2007,tennessee,Tennessee Volunteers,1/30,
2007,tennessee,Tennessee Volunteers,2/6,
2007,tennessee,Tennessee Volunteers,2/13,
2007,tennessee,Tennessee Volunteers,2/20,
2007,tennessee,Tennessee Volunteers,2/27,
2007,tennessee,Tennessee Volunteers,3/6,22
2007,tennessee,Tennessee Volunteers,Final,25
2006,tennessee,Tennessee Volunteers,Pre,
2006,tennessee,Tennessee Volunteers,11/15,
2006,tennessee,Tennessee Volunteers,11/22,
2006,tennessee,Tennessee Volunteers,11/29,
2006,tennessee,Tennessee Volunteers,12/6,
2006,tennessee,Tennessee Volunteers,12/13,
2006,tennessee,Tennessee Volunteers,12/20,23
2006,tennessee,Tennessee Volunteers,12/27,
2006,tennessee,Tennessee Volunteers,1/3,
2006,tennessee,Tennessee Volunteers,1/10,
2006,tennessee,Tennessee Volunteers,1/17,
2006,tennessee,Tennessee Volunteers,1/24,19
2006,tennessee,Tennessee Volunteers,1/31,13
2006,tennessee,Tennessee Volunteers,2/7,11
2006,tennessee,Tennessee Volunteers,2/14,8
2006,tennessee,Tennessee Volunteers,2/21,10
2006,tennessee,Tennessee Volunteers,2/28,11
2006,tennessee,Tennessee Volunteers,3/7,14
2006,tennessee,Tennessee Volunteers,Final,18
2001,tennessee,Tennessee Volunteers,Pre,9
2001,tennessee,Tennessee Volunteers,11/14,9
2001,tennessee,Tennessee Volunteers,11/21,9
2001,tennessee,Tennessee Volunteers,11/28,7
2001,tennessee,Tennessee Volunteers,12/5,6
2001,tennessee,Tennessee Volunteers,12/12,4
2001,tennessee,Tennessee Volunteers,12/19,4
2001,tennessee,Tennessee Volunteers,12/26,6
2001,tennessee,Tennessee Volunteers,1/2,6
2001,tennessee,Tennessee Volunteers,1/9,4
2001,tennessee,Tennessee Volunteers,1/16,4
2001,tennessee,Tennessee Volunteers,1/23,6
2001,tennessee,Tennessee Volunteers,1/30,8
2001,tennessee,Tennessee Volunteers,2/6,10
2001,tennessee,Tennessee Volunteers,2/13,15
2001,tennessee,Tennessee Volunteers,2/20,22
2001,tennessee,Tennessee Volunteers,2/27,
2001,tennessee,Tennessee Volunteers,3/6,
2001,tennessee,Tennessee Volunteers,Final,
2000,tennessee,Tennessee Volunteers,Pre,19
2000,tennessee,Tennessee Volunteers,11/16,19
2000,tennessee,Tennessee Volunteers,11/23,17
2000,tennessee,Tennessee Volunteers,11/30,18
2000,tennessee,Tennessee Volunteers,12/7,16
2000,tennessee,Tennessee Volunteers,12/14,13
2000,tennessee,Tennessee Volunteers,12/21,11
2000,tennessee,Tennessee Volunteers,12/28,16
2000,tennessee,Tennessee Volunteers,1/4,15
2000,tennessee,Tennessee Volunteers,1/11,12
2000,tennessee,Tennessee Volunteers,1/18,16
2000,tennessee,Tennessee Volunteers,1/25,11
2000,tennessee,Tennessee Volunteers,2/1,6
2000,tennessee,Tennessee Volunteers,2/8,8
2000,tennessee,Tennessee Volunteers,2/15,5
2000,tennessee,Tennessee Volunteers,2/22,7
2000,tennessee,Tennessee Volunteers,2/29,11
2000,tennessee,Tennessee Volunteers,3/7,8
2000,tennessee,Tennessee Volunteers,Final,11
1999,tennessee,Tennessee Volunteers,Pre,9
1999,tennessee,Tennessee Volunteers,11/17,18
1999,tennessee,Tennessee Volunteers,11/24,25
1999,tennessee,Tennessee Volunteers,12/1,
1999,tennessee,Tennessee Volunteers,12/8,21
1999,tennessee,Tennessee Volunteers,12/15,
1999,tennessee,Tennessee Volunteers,12/22,
1999,tennessee,Tennessee Volunteers,12/29,
1999,tennessee,Tennessee Volunteers,1/5,
1999,tennessee,Tennessee Volunteers,1/12,
1999,tennessee,Tennessee Volunteers,1/19,
1999,tennessee,Tennessee Volunteers,1/26,
1999,tennessee,Tennessee Volunteers,2/2,
1999,tennessee,Tennessee Volunteers,2/9,
1999,tennessee,Tennessee Volunteers,2/16,
1999,tennessee,Tennessee Volunteers,2/23,
1999,tennessee,Tennessee Volunteers,3/2,18
1999,tennessee,Tennessee Volunteers,Final,20
1989,tennessee,Tennessee Volunteers,Pre,
1989,tennessee,Tennessee Volunteers,11/22,
1989,tennessee,Tennessee Volunteers,11/29,20
1989,tennessee,Tennessee Volunteers,12/6,16
1989,tennessee,Tennessee Volunteers,12/13,16
1989,tennessee,Tennessee Volunteers,12/20,19
1989,tennessee,Tennessee Volunteers,12/27,19
1989,tennessee,Tennessee Volunteers,1/3,17
1989,tennessee,Tennessee Volunteers,1/10,17
1989,tennessee,Tennessee Volunteers,1/17,18
1989,tennessee,Tennessee Volunteers,1/24,
1989,tennessee,Tennessee Volunteers,1/31,
1989,tennessee,Tennessee Volunteers,2/7,
1989,tennessee,Tennessee Volunteers,2/14,
1989,tennessee,Tennessee Volunteers,2/21,
1989,tennessee,Tennessee Volunteers,2/28,
1989,tennessee,Tennessee Volunteers,3/7,
1989,tennessee,Tennessee Volunteers,Final,
1983,tennessee,Tennessee Volunteers,Pre,13
1983,tennessee,Tennessee Volunteers,11/30,14
1983,tennessee,Tennessee Volunteers,12/7,14
1983,tennessee,Tennessee Volunteers,12/14,11
1983,tennessee,Tennessee Volunteers,12/21,9
1983,tennessee,Tennessee Volunteers,12/28,8
1983,tennessee,Tennessee Volunteers,1/4,12
1983,tennessee,Tennessee Volunteers,1/11,18
1983,tennessee,Tennessee Volunteers,1/18,
1983,tennessee,Tennessee Volunteers,1/25,
1983,tennessee,Tennessee Volunteers,2/1,
1983,tennessee,Tennessee Volunteers,2/8,
1983,tennessee,Tennessee Volunteers,2/15,
1983,tennessee,Tennessee Volunteers,2/22,20
1983,tennessee,Tennessee Volunteers,3/1,
1983,tennessee,Tennessee Volunteers,3/8,
1983,tennessee,Tennessee Volunteers,Final,
1982,tennessee,Tennessee Volunteers,Pre,
1982,tennessee,Tennessee Volunteers,12/1,
1982,tennessee,Tennessee Volunteers,12/8,
1982,tennessee,Tennessee Volunteers,12/15,
1982,tennessee,Tennessee Volunteers,12/22,
1982,tennessee,Tennessee Volunteers,12/29,
1982,tennessee,Tennessee Volunteers,1/5,
1982,tennessee,Tennessee Volunteers,1/12,
1982,tennessee,Tennessee Volunteers,1/19,20
1982,tennessee,Tennessee Volunteers,1/26,15
1982,tennessee,Tennessee Volunteers,2/2,16
1982,tennessee,Tennessee Volunteers,2/9,
1982,tennessee,Tennessee Volunteers,2/16,
1982,tennessee,Tennessee Volunteers,2/23,19
1982,tennessee,Tennessee Volunteers,3/2,
1982,tennessee,Tennessee Volunteers,Final,
1981,tennessee,Tennessee Volunteers,Pre,
1981,tennessee,Tennessee Volunteers,12/2,
1981,tennessee,Tennessee Volunteers,12/9,
1981,tennessee,Tennessee Volunteers,12/16,
1981,tennessee,Tennessee Volunteers,12/23,
1981,tennessee,Tennessee Volunteers,12/30,18
1981,tennessee,Tennessee Volunteers,1/6,13
1981,tennessee,Tennessee Volunteers,1/13,11
1981,tennessee,Tennessee Volunteers,1/20,8
1981,tennessee,Tennessee Volunteers,1/27,11
1981,tennessee,Tennessee Volunteers,2/3,10
1981,tennessee,Tennessee Volunteers,2/10,9
1981,tennessee,Tennessee Volunteers,2/17,8
1981,tennessee,Tennessee Volunteers,2/24,10
1981,tennessee,Tennessee Volunteers,3/3,10
1981,tennessee,Tennessee Volunteers,Final,15
1980,tennessee,Tennessee Volunteers,Pre,
1980,tennessee,Tennessee Volunteers,12/4,
1980,tennessee,Tennessee Volunteers,12/11,
1980,tennessee,Tennessee Volunteers,12/18,
1980,tennessee,Tennessee Volunteers,12/26,
1980,tennessee,Tennessee Volunteers,1/2,
1980,tennessee,Tennessee Volunteers,1/8,
1980,tennessee,Tennessee Volunteers,1/15,20
1980,tennessee,Tennessee Volunteers,1/22,19
1980,tennessee,Tennessee Volunteers,1/29,
1980,tennessee,Tennessee Volunteers,2/5,
1980,tennessee,Tennessee Volunteers,2/12,
1980,tennessee,Tennessee Volunteers,2/19,
1980,tennessee,Tennessee Volunteers,2/26,
1980,tennessee,Tennessee Volunteers,Final,
1979,tennessee,Tennessee Volunteers,Pre,
1979,tennessee,Tennessee Volunteers,11/28,
1979,tennessee,Tennessee Volunteers,12/5,
1979,tennessee,Tennessee Volunteers,12/12,
1979,tennessee,Tennessee Volunteers,12/19,
1979,tennessee,Tennessee Volunteers,12/26,
1979,tennessee,Tennessee Volunteers,1/3,
1979,tennessee,Tennessee Volunteers,1/9,
1979,tennessee,Tennessee Volunteers,1/16,
1979,tennessee,Tennessee Volunteers,1/23,
1979,tennessee,Tennessee Volunteers,1/30,
1979,tennessee,Tennessee Volunteers,2/6,
1979,tennessee,Tennessee Volunteers,2/13,
1979,tennessee,Tennessee Volunteers,2/20,
1979,tennessee,Tennessee Volunteers,2/27,
1979,tennessee,Tennessee Volunteers,3/6,20
1979,tennessee,Tennessee Volunteers,Final,
1977,tennessee,Tennessee Volunteers,Pre,16
1977,tennessee,Tennessee Volunteers,11/30,15
1977,tennessee,Tennessee Volunteers,12/7,15
1977,tennessee,Tennessee Volunteers,12/14,
1977,tennessee,Tennessee Volunteers,12/21,19
1977,tennessee,Tennessee Volunteers,12/28,
1977,tennessee,Tennessee Volunteers,1/4,
1977,tennessee,Tennessee Volunteers,1/11,
1977,tennessee,Tennessee Volunteers,1/18,14
1977,tennessee,Tennessee Volunteers,1/25,7
1977,tennessee,Tennessee Volunteers,2/1,11
1977,tennessee,Tennessee Volunteers,2/8,11
1977,tennessee,Tennessee Volunteers,2/15,14
1977,tennessee,Tennessee Volunteers,2/22,7
1977,tennessee,Tennessee Volunteers,3/1,11
1977,tennessee,Tennessee Volunteers,3/8,7
1977,tennessee,Tennessee Volunteers,Final,15
1976,tennessee,Tennessee Volunteers,Pre,9
1976,tennessee,Tennessee Volunteers,12/2,8
1976,tennessee,Tennessee Volunteers,12/9,7
1976,tennessee,Tennessee Volunteers,12/16,11
1976,tennessee,Tennessee Volunteers,12/23,10
1976,tennessee,Tennessee Volunteers,12/30,12
1976,tennessee,Tennessee Volunteers,1/6,9
1976,tennessee,Tennessee Volunteers,1/13,9
1976,tennessee,Tennessee Volunteers,1/20,10
1976,tennessee,Tennessee Volunteers,1/27,9
1976,tennessee,Tennessee Volunteers,2/3,8
1976,tennessee,Tennessee Volunteers,2/10,8
1976,tennessee,Tennessee Volunteers,2/17,9
1976,tennessee,Tennessee Volunteers,2/24,11
1976,tennessee,Tennessee Volunteers,3/2,12
1976,tennessee,Tennessee Volunteers,3/9,9
1976,tennessee,Tennessee Volunteers,Final,13
1975,tennessee,Tennessee Volunteers,Pre,
1975,tennessee,Tennessee Volunteers,12/3,
1975,tennessee,Tennessee Volunteers,12/10,
1975,tennessee,Tennessee Volunteers,12/17,
1975,tennessee,Tennessee Volunteers,12/24,
1975,tennessee,Tennessee Volunteers,12/31,
1975,tennessee,Tennessee Volunteers,1/7,18
1975,tennessee,Tennessee Volunteers,1/14,18
1975,tennessee,Tennessee Volunteers,1/21,
1975,tennessee,Tennessee Volunteers,1/28,18
1975,tennessee,Tennessee Volunteers,2/4,15
1975,tennessee,Tennessee Volunteers,2/11,
1975,tennessee,Tennessee Volunteers,2/18,
1975,tennessee,Tennessee Volunteers,2/25,
1975,tennessee,Tennessee Volunteers,3/4,
1975,tennessee,Tennessee Volunteers,3/11,
1975,tennessee,Tennessee Volunteers,3/18,
1975,tennessee,Tennessee Volunteers,3/25,
1975,tennessee,Tennessee Volunteers,Final,
1973,tennessee,Tennessee Volunteers,Pre,14
1973,tennessee,Tennessee Volunteers,12/5,14
1973,tennessee,Tennessee Volunteers,12/12,
1973,tennessee,Tennessee Volunteers,12/19,
1973,tennessee,Tennessee Volunteers,12/26,
1973,tennessee,Tennessee Volunteers,1/2,
1973,tennessee,Tennessee Volunteers,1/9,
1973,tennessee,Tennessee Volunteers,1/16,
1973,tennessee,Tennessee Volunteers,1/23,
1973,tennessee,Tennessee Volunteers,1/30,
1973,tennessee,Tennessee Volunteers,2/6,
1973,tennessee,Tennessee Volunteers,2/13,
1973,tennessee,Tennessee Volunteers,2/20,
1973,tennessee,Tennessee Volunteers,2/27,
1973,tennessee,Tennessee Volunteers,3/6,
1973,tennessee,Tennessee Volunteers,Final,
1972,tennessee,Tennessee Volunteers,Pre,
1972,tennessee,Tennessee Volunteers,12/7,
1972,tennessee,Tennessee Volunteers,12/14,
1972,tennessee,Tennessee Volunteers,12/21,
1972,tennessee,Tennessee Volunteers,12/28,20
1972,tennessee,Tennessee Volunteers,1/4,
1972,tennessee,Tennessee Volunteers,1/11,
1972,tennessee,Tennessee Volunteers,1/18,19
1972,tennessee,Tennessee Volunteers,1/25,
1972,tennessee,Tennessee Volunteers,2/1,
1972,tennessee,Tennessee Volunteers,2/8,
1972,tennessee,Tennessee Volunteers,2/15,20
1972,tennessee,Tennessee Volunteers,2/22,
1972,tennessee,Tennessee Volunteers,2/29,
1972,tennessee,Tennessee Volunteers,3/7,
1972,tennessee,Tennessee Volunteers,Final,
1971,tennessee,Tennessee Volunteers,Pre,
1971,tennessee,Tennessee Volunteers,12/8,17
1971,tennessee,Tennessee Volunteers,12/15,14
1971,tennessee,Tennessee Volunteers,12/22,12
1971,tennessee,Tennessee Volunteers,12/29,10
1971,tennessee,Tennessee Volunteers,1/5,17
1971,tennessee,Tennessee Volunteers,1/12,18
1971,tennessee,Tennessee Volunteers,1/19,8
1971,tennessee,Tennessee Volunteers,1/26,8
1971,tennessee,Tennessee Volunteers,2/2,11
1971,tennessee,Tennessee Volunteers,2/9,14
1971,tennessee,Tennessee Volunteers,2/16,13
1971,tennessee,Tennessee Volunteers,2/23,17
1971,tennessee,Tennessee Volunteers,3/2,14
1971,tennessee,Tennessee Volunteers,3/9,15
1971,tennessee,Tennessee Volunteers,Final,17
1970,tennessee,Tennessee Volunteers,Pre,
1970,tennessee,Tennessee Volunteers,12/9,9
1970,tennessee,Tennessee Volunteers,12/16,8
1970,tennessee,Tennessee Volunteers,12/23,6
1970,tennessee,Tennessee Volunteers,12/30,6
1970,tennessee,Tennessee Volunteers,1/6,12
1970,tennessee,Tennessee Volunteers,1/13,
1970,tennessee,Tennessee Volunteers,1/20,
1970,tennessee,Tennessee Volunteers,1/27,
1970,tennessee,Tennessee Volunteers,2/3,
1970,tennessee,Tennessee Volunteers,2/10,
1970,tennessee,Tennessee Volunteers,2/17,
1970,tennessee,Tennessee Volunteers,2/24,
1970,tennessee,Tennessee Volunteers,3/3,
1970,tennessee,Tennessee Volunteers,Final,
1969,tennessee,Tennessee Volunteers,Pre,20
1969,tennessee,Tennessee Volunteers,12/3,20
1969,tennessee,Tennessee Volunteers,12/10,
1969,tennessee,Tennessee Volunteers,12/17,
1969,tennessee,Tennessee Volunteers,12/24,20
1969,tennessee,Tennessee Volunteers,12/31,
1969,tennessee,Tennessee Volunteers,1/7,
1969,tennessee,Tennessee Volunteers,1/14,
1969,tennessee,Tennessee Volunteers,1/21,
1969,tennessee,Tennessee Volunteers,1/28,
1969,tennessee,Tennessee Volunteers,2/4,
1969,tennessee,Tennessee Volunteers,2/11,
1969,tennessee,Tennessee Volunteers,2/18,17
1969,tennessee,Tennessee Volunteers,2/25,17
1969,tennessee,Tennessee Volunteers,Final,
1968,tennessee,Tennessee Volunteers,Pre,
1968,tennessee,Tennessee Volunteers,12/5,
1968,tennessee,Tennessee Volunteers,12/12,
1968,tennessee,Tennessee Volunteers,12/19,9
1968,tennessee,Tennessee Volunteers,12/26,4
1968,tennessee,Tennessee Volunteers,1/2,6
1968,tennessee,Tennessee Volunteers,1/9,5
1968,tennessee,Tennessee Volunteers,1/16,4
1968,tennessee,Tennessee Volunteers,1/23,6
1968,tennessee,Tennessee Volunteers,1/30,6
1968,tennessee,Tennessee Volunteers,2/6,5
1968,tennessee,Tennessee Volunteers,2/13,7
1968,tennessee,Tennessee Volunteers,2/20,
1968,tennessee,Tennessee Volunteers,2/27,
1968,tennessee,Tennessee Volunteers,3/5,
1968,tennessee,Tennessee Volunteers,Final,
1967,tennessee,Tennessee Volunteers,Pre,
1967,tennessee,Tennessee Volunteers,12/6,
1967,tennessee,Tennessee Volunteers,12/13,
1967,tennessee,Tennessee Volunteers,12/20,
1967,tennessee,Tennessee Volunteers,12/27,
1967,tennessee,Tennessee Volunteers,1/3,
1967,tennessee,Tennessee Volunteers,1/10,
1967,tennessee,Tennessee Volunteers,1/17,
1967,tennessee,Tennessee Volunteers,1/24,
1967,tennessee,Tennessee Volunteers,1/31,
1967,tennessee,Tennessee Volunteers,2/7,
1967,tennessee,Tennessee Volunteers,2/14,
1967,tennessee,Tennessee Volunteers,2/21,9
1967,tennessee,Tennessee Volunteers,2/28,8
1967,tennessee,Tennessee Volunteers,Final,8
1965,tennessee,Tennessee Volunteers,Pre,
1965,tennessee,Tennessee Volunteers,12/8,
1965,tennessee,Tennessee Volunteers,12/15,
1965,tennessee,Tennessee Volunteers,12/22,
1965,tennessee,Tennessee Volunteers,12/29,
1965,tennessee,Tennessee Volunteers,1/5,
1965,tennessee,Tennessee Volunteers,1/12,
1965,tennessee,Tennessee Volunteers,1/19,
1965,tennessee,Tennessee Volunteers,1/26,
1965,tennessee,Tennessee Volunteers,2/2,
1965,tennessee,Tennessee Volunteers,2/9,
1965,tennessee,Tennessee Volunteers,2/16,8
1965,tennessee,Tennessee Volunteers,2/23,
1965,tennessee,Tennessee Volunteers,3/2,
1965,tennessee,Tennessee Volunteers,Final,
1959,tennessee,Tennessee Volunteers,12/9,6
1959,tennessee,Tennessee Volunteers,12/16,5
1959,tennessee,Tennessee Volunteers,12/23,11
1959,tennessee,Tennessee Volunteers,12/30,14
1959,tennessee,Tennessee Volunteers,1/6,17
1959,tennessee,Tennessee Volunteers,1/13,
1959,tennessee,Tennessee Volunteers,1/20,
1959,tennessee,Tennessee Volunteers,1/27,
1959,tennessee,Tennessee Volunteers,2/3,
1959,tennessee,Tennessee Volunteers,2/10,
1959,tennessee,Tennessee Volunteers,2/17,
1959,tennessee,Tennessee Volunteers,2/24,
1959,tennessee,Tennessee Volunteers,3/2,
1959,tennessee,Tennessee Volunteers,Final,
1958,tennessee,Tennessee Volunteers,12/10,
1958,tennessee,Tennessee Volunteers,12/17,
1958,tennessee,Tennessee Volunteers,12/24,
1958,tennessee,Tennessee Volunteers,12/31,
1958,tennessee,Tennessee Volunteers,1/7,
1958,tennessee,Tennessee Volunteers,1/14,13
1958,tennessee,Tennessee Volunteers,1/21,16
1958,tennessee,Tennessee Volunteers,1/28,
1958,tennessee,Tennessee Volunteers,2/4,
1958,tennessee,Tennessee Volunteers,2/11,15
1958,tennessee,Tennessee Volunteers,2/18,20
1958,tennessee,Tennessee Volunteers,2/25,
1958,tennessee,Tennessee Volunteers,3/4,
1958,tennessee,Tennessee Volunteers,Final,
1957,tennessee,Tennessee Volunteers,12/11,
1957,tennessee,Tennessee Volunteers,12/18,
1957,tennessee,Tennessee Volunteers,12/26,12
1957,tennessee,Tennessee Volunteers,1/2,12
1957,tennessee,Tennessee Volunteers,1/8,16
1957,tennessee,Tennessee Volunteers,1/15,
1957,tennessee,Tennessee Volunteers,1/22,
1957,tennessee,Tennessee Volunteers,1/29,
1957,tennessee,Tennessee Volunteers,2/5,
1957,tennessee,Tennessee Volunteers,2/12,
1957,tennessee,Tennessee Volunteers,2/19,
1957,tennessee,Tennessee Volunteers,2/26,
1957,tennessee,Tennessee Volunteers,3/5,
1957,tennessee,Tennessee Volunteers,Final,
1955,tennessee,Tennessee Volunteers,12/7,
1955,tennessee,Tennessee Volunteers,12/14,
1955,tennessee,Tennessee Volunteers,12/21,
1955,tennessee,Tennessee Volunteers,12/28,
1955,tennessee,Tennessee Volunteers,1/4,
1955,tennessee,Tennessee Volunteers,1/11,
1955,tennessee,Tennessee Volunteers,1/18,
1955,tennessee,Tennessee Volunteers,1/25,
1955,tennessee,Tennessee Volunteers,2/1,
1955,tennessee,Tennessee Volunteers,2/8,
1955,tennessee,Tennessee Volunteers,2/15,18
1955,tennessee,Tennessee Volunteers,2/22,
1955,tennessee,Tennessee Volunteers,3/1,
1955,tennessee,Tennessee Volunteers,Final,
1950,tennessee,Tennessee Volunteers,1/5,
1950,tennessee,Tennessee Volunteers,1/10,
1950,tennessee,Tennessee Volunteers,1/17,17
1950,tennessee,Tennessee Volunteers,1/24,
1950,tennessee,Tennessee Volunteers,1/31,
1950,tennessee,Tennessee Volunteers,2/7,
1950,tennessee,Tennessee Volunteers,2/14,
1950,tennessee,Tennessee Volunteers,2/21,
1950,tennessee,Tennessee Volunteers,2/28,
1950,tennessee,Tennessee Volunteers,Final,
2012,texas-am,Texas A&M Aggies,Pre,20
2012,texas-am,Texas A&M Aggies,11/14,19
2012,texas-am,Texas A&M Aggies,11/21,25
2012,texas-am,Texas A&M Aggies,11/28,25
2012,texas-am,Texas A&M Aggies,12/5,22
2012,texas-am,Texas A&M Aggies,12/12,22
